algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"3"	3.6	5.32	0.61	35	0.17	NA	NA	44	"0"
"acs"	"3"	2.42	5.25	0.38	31	0.01	NA	NA	41	"0"
"acs"	"3"	2.48	6.74	0.14	39	0.78	NA	NA	34	"0"
"acs"	"3"	3	4.96	0.19	48	0.48	NA	NA	45	"0"
"acs"	"3"	2.63	4.92	0.25	48	0.59	NA	NA	44	"0"
"acs"	"3"	3.28	7.17	0.09	37	0.82	NA	NA	40	"0"
"acs"	"3"	2.74	4.74	0.22	43	0.8	NA	NA	32	"0"
"acs"	"3"	2.48	7.43	0.17	35	0.83	NA	NA	25	"0"
"acs"	"3"	2.6	7.69	0.22	36	0.77	NA	NA	31	"0"
"acs"	"3"	2.7	7.4	0.14	39	0.76	NA	NA	31	"0"
"acs"	"3"	3.19	4.99	0.18	51	0.57	NA	NA	42	"0"
"acs"	"3"	2.67	6.69	0.12	37	0.83	NA	NA	35	"0"
"acs"	"2"	4.65	7	0.19	7	0.06	NA	NA	33	"1"
"acs"	"3"	3.78	2.55	0.91	85	0.92	NA	NA	45	"0"
"acs"	"3"	3.58	5.01	0.74	25	0.08	NA	NA	44	"0"
"acs"	"3"	3.01	8.05	0.56	13	0.32	NA	NA	18	"0"
"acs"	"3"	3.15	2.26	0.75	82	0.96	NA	NA	21	"1"
"acs"	"3"	3.1	1.11	0.68	63	0.8	NA	NA	50	"0"
"acs"	"3"	3.69	0.04	0.64	66	0.96	NA	NA	23	"0"
"acs"	"3"	2.61	8.71	0.56	31	0.66	NA	NA	10	"1"
"acs"	"3"	3.04	3.19	0.29	53	0.68	NA	NA	23	"1"
"ras"	"3"	2.86	1.05	0.73	44	NA	25	NA	46	"0"
"acs"	"3"	2.93	4.76	0.56	63	0.65	NA	NA	42	"0"
"acs"	"3"	1.8	7.63	0.61	43	0.98	NA	NA	8	"1"
"acs"	"3"	3.69	4.58	0.7	67	0.67	NA	NA	45	"0"
"acs"	"3"	2.58	5.31	0.61	54	0.56	NA	NA	30	"0"
"acs"	"3"	2.04	8.5	0.66	23	0.8	NA	NA	10	"1"
"acs"	"3"	3.38	5.19	0.56	64	0.5	NA	NA	42	"0"
"acs"	"3"	1.89	8.42	0.5	26	0.85	NA	NA	10	"1"
"acs"	"3"	2.16	8.04	0.68	22	0.86	NA	NA	9	"1"
"acs"	"3"	3.43	5.03	0.73	68	0.71	NA	NA	47	"0"
"acs"	"3"	1.7	9.09	0.47	27	0.82	NA	NA	11	"1"
"acs"	"3"	1.84	9.12	0.52	29	0.74	NA	NA	12	"1"
"acs"	"3"	2.55	3.61	0.25	19	0.65	NA	NA	26	"1"
"mmas"	"3"	3.89	6.82	0.22	27	NA	NA	NA	38	"1"
"acs"	"3"	2.2	8.34	0.17	5	0.19	NA	NA	21	"1"
"mmas"	"3"	3.48	1.34	0.1	16	NA	NA	NA	19	"0"
"acs"	"3"	3.73	3.63	0.27	6	0.55	NA	NA	28	"1"
"mmas"	"3"	2.48	1.59	0.25	47	NA	NA	NA	23	"0"
"mmas"	"3"	4.21	1.09	0.12	18	NA	NA	NA	28	"0"
"mmas"	"3"	4.96	0.22	0.1	19	NA	NA	NA	19	"0"
"mmas"	"3"	4.67	2.24	0.12	25	NA	NA	NA	24	"0"
"mmas"	"3"	3.99	3.55	0.15	20	NA	NA	NA	22	"0"
"mmas"	"3"	3.86	2.45	0.09	21	NA	NA	NA	18	"0"
"mmas"	"3"	3.47	2.17	0.12	31	NA	NA	NA	23	"0"
"mmas"	"3"	3.7	3.09	0.12	16	NA	NA	NA	16	"0"
"mmas"	"3"	4.01	1.62	0.09	19	NA	NA	NA	15	"0"
"mmas"	"3"	4.17	2.55	0.13	24	NA	NA	NA	25	"0"
"mmas"	"3"	3.49	2.77	0.09	18	NA	NA	NA	18	"0"
"mmas"	"3"	3.42	1.62	0.14	25	NA	NA	NA	23	"0"
"mmas"	"3"	3.45	1.54	0.12	27	NA	NA	NA	22	"0"
"ras"	"3"	3.74	7	0.64	43	NA	55	NA	27	"0"
"acs"	"2"	1.55	7.63	0.21	25	0.89	NA	NA	13	"1"
"acs"	"2"	3.89	1.06	0.92	64	0.11	NA	NA	20	"0"
"acs"	"3"	4.26	0.26	0.69	64	0.33	NA	NA	28	"0"
"ras"	"3"	3.4	3	0.37	89	NA	8	NA	20	"1"
"acs"	"3"	3.7	4.43	0.51	65	0.29	NA	NA	37	"0"
"acs"	"3"	3.29	1.89	0.26	52	0.13	NA	NA	30	"0"
"acs"	"3"	2.41	2.72	0.82	63	0.25	NA	NA	23	"0"
"acs"	"3"	2.29	1.95	0.63	48	0.35	NA	NA	24	"0"
"acs"	"3"	4.23	3.15	0.47	63	0.39	NA	NA	37	"0"
"acs"	"3"	2.64	5.07	0.56	57	0.54	NA	NA	44	"0"
"ras"	"3"	2.58	2.1	0.59	72	NA	17	NA	34	"0"
"acs"	"3"	4.34	5.73	0.45	67	0.48	NA	NA	33	"0"
"acs"	"3"	3.54	3.66	0.39	59	0.41	NA	NA	31	"0"
"acs"	"3"	2.34	0.99	0.77	51	0.37	NA	NA	12	"0"
"acs"	"3"	4.14	3.67	0.45	66	0.55	NA	NA	29	"0"
"acs"	"3"	3.51	2.14	0.51	61	0.4	NA	NA	34	"0"
"acs"	"3"	3.01	7.46	0.49	47	0.52	NA	NA	36	"0"
"acs"	"3"	2.43	6.64	0.58	54	0.51	NA	NA	31	"0"
"acs"	"3"	2.08	2.38	0.82	44	0.33	NA	NA	11	"0"
"acs"	"3"	2.56	0.53	0.83	56	0.48	NA	NA	9	"0"
"acs"	"3"	2.75	7.19	0.62	59	0.49	NA	NA	31	"0"
"acs"	"3"	2.23	0.5	0.68	46	0.33	NA	NA	12	"0"
"acs"	"3"	2.09	1.05	0.8	49	0.41	NA	NA	9	"0"
"acs"	"3"	2.31	1.18	0.79	52	0.38	NA	NA	14	"0"
"acs"	"3"	2.2	1	0.76	49	0.36	NA	NA	14	"0"
"acs"	"3"	2.64	1.05	0.75	52	0.37	NA	NA	14	"0"
